GPIN,PIN_ALL,PIN_Count,Oldest_Structure,Largest_Structure_SqFT,UseCode_All,Max_UseCodeRisk,Source_All
8328,160056000,1,1929,NA,Apartments 1-10 units,2,Commercial
8329,300160200,1,NA,NA,Vacant Land,0,Residential
833,41A011000,1,1960,NA,Single Family-1 Conversion,1,Residential
8330,580287000,1,1915,NA,Single Family-1 Conversion,1,Residential
8331,220010000,1,2011,NA,Duplex,1,Residential
8332,220046101,1,1962,NA,Single Family-1 Conversion,1,Residential
8334,230139000,1,1957,NA,Single Family,1,Residential
8337,580286000,1,1920,NA,Single Family-1 Conversion,1,Residential
834,40A007000,1,1962,3960,Retail Store,1,Commercial
8340,55A088370,1,1994,NA,Single Family Attached,2,Residential
8341,290137100,1,1925,NA,Duplex,1,Residential
8343,230167000,1,1957,NA,Single Family,1,Residential
8344,300158100,1,1961,NA,Single Family,1,Residential
8345,580285000,1,1913,NA,Single Family,1,Residential
8346,280159000,1,1983,NA,Single Family,1,Residential
8347,580335000 | 580335000,2,1910,1911,Office | Office,2,Commercial | Commercial
8348,550060000,1,1935,NA,Single Family,1,Residential
8349,55A088360,1,1994,NA,Single Family Attached,2,Residential
835,41A056000,1,1957,NA,Single Family,1,Residential
8350,280195000,1,NA,NA,Vacant Land,0,Residential
8351,580284000,1,1913,NA,Single Family,1,Residential
8352,550066140,1,2001,NA,Single Family,1,Residential
8353,230130800,1,1980,NA,Duplex,1,Residential
8354,280157000,1,NA,NA,Vacant Land,0,Residential
8356,290178000,1,1954,10019,Market,2,Commercial
8357,290137000,1,1925,NA,Single Family,1,Residential
8358,170005000,1,1939,NA,Single Family,1,Residential
8359,55A088350,1,1994,NA,Single Family Attached,2,Residential
836,43B031000,1,1962,NA,Single Family,1,Residential
8360,580125000,1,NA,NA,Parking Lot,0,Residential
8361,540156100 | 540156100,2,1958,13131,Multiple Commercial Use | Multiple Commercial Use,2,Commercial | Commercial
8362,290141000,1,1918,NA,Single Family,1,Residential
8363,160100000,1,1971,38464,Apartments over 20 units,2,Commercial
8364,580283000,1,1914,NA,Single Family,1,Residential
8365,170009500,1,2014,NA,Duplex,1,Residential
8366,290225000,1,NA,NA,Vacant Land,0,Residential
8367,550074700,1,1973,NA,Duplex,1,Residential
8368,580282000,1,1945,853,Retail Store,1,Commercial
8369,540251000,1,1948,NA,Duplex,1,Residential
837,41A110000,1,1949,NA,Single Family,1,Residential
8370,170009150,1,1958,NA,Single Family,1,Residential
8373,55A088340,1,1994,NA,Single Family Attached,2,Residential
8374,280172000,1,1983,NA,Single Family,1,Residential
8375,230093000,1,1946,NA,Single Family,1,Residential
8376,55A087200,1,1991,NA,Single Family,1,Residential
8377,580281000,1,1950,1514,Commercial,2,Commercial
8378,220046220,1,1960,NA,Single Family,1,Residential
8379,280175000,1,1983,NA,Single Family,1,Residential
838,41A082000,1,1952,NA,Single Family,1,Residential
8380,550066700,1,2002,NA,Single Family,1,Residential
8381,160091000,1,1930,NA,Single Family,1,Residential
8382,170099000,1,1930,NA,Single Family,1,Residential
8383,220011000,1,1952,NA,Single Family,1,Residential
8384,55A087000,1,1920,NA,Single Family,1,Residential
8385,300161000,1,2010,8954,Church,1,Commercial
8386,230170100,1,1972,NA,Duplex,1,Residential
8387,230178000,1,1953,NA,Single Family,1,Residential
8388,550061000,1,1938,NA,Single Family,1,Residential
8389,290233300,1,NA,NA,Vacant Land,0,Residential
839,42A016000,1,1955,NA,Single Family-1 Conversion,1,Residential
8390,550021200,1,1947,NA,Single Family,1,Residential
8391,290160000,1,1925,NA,Single Family,1,Residential
8393,300160100,1,1970,NA,Single Family,1,Residential
8394,55A088330,1,1994,NA,Single Family Attached,2,Residential
8395,55A087100,1,1991,NA,Single Family,1,Residential
8396,550066150,1,2001,NA,Single Family,1,Residential
8397,230140000,1,1957,NA,Single Family,1,Residential
8399,300158300,1,1964,NA,Single Family,1,Residential
84,43C114000,1,1967,NA,Single Family,1,Residential
840,40B031000,1,1960,NA,Single Family,1,Residential
8400,290151000,1,NA,NA,Vacant Land,0,Residential
8401,55A088320,1,1995,NA,Single Family Attached,2,Residential
8402,290155000,1,NA,NA,Vacant Land,0,Residential
8403,290138000,1,1915,NA,Single Family-1 Conversion,1,Residential
8404,170091100 | 170091100,2,1955,NA,Single Family | Single Family,1,Residential | Residential
8405,160103000,1,1964,5276,Apartments 1-10 units,2,Commercial
8406,230166000,1,1957,NA,Single Family,1,Residential
8407,280158000,1,1983,NA,Single Family,1,Residential
8409,230130900,1,1980,NA,Duplex,1,Residential
841,40B030000,1,1965,NA,Single Family,1,Residential
8410,220046190,1,1959,NA,Single Family-1 Conversion,1,Residential
8411,580334000,1,1910,2213,Office,2,Commercial
8413,550062000,1,NA,NA,Vacant Land,0,Residential
8414,550021100,1,1947,NA,Single Family,1,Residential
8415,220046230,1,1960,NA,Single Family,1,Residential
8416,550074600,1,1959,NA,Single Family-1 Conversion,1,Residential
8417,540253000,1,1935,1323,Multiple Commercial Use,2,Commercial
8419,300162000,1,2003,NA,Single Family Attached,2,Residential
842,40A010000 | 40A010000,2,1971,15224,Motel | Motel,2,Commercial | Commercial
8420,55A088310,1,1995,NA,Single Family Attached,2,Residential
8421,290226000 | 290226000 | 290226A00 | 290226B00,4,1500,NA,Condo Common Area | Condo Common Area | Condominium | Condominium,2,Residential | Residential | Residential | Residential
8422,550066600,1,1999,NA,Single Family,1,Residential
8423,230092000,1,1921,NA,Single Family,1,Residential
8425,580115000,1,NA,NA,Parking Lot,0,Residential
8426,220012000,1,1953,NA,Single Family,1,Residential
8427,300162A00,1,2003,NA,Single Family Attached,2,Residential
8428,280176000,1,1983,NA,Single Family,1,Residential
8429,230177000,1,1953,NA,Single Family,1,Residential
843,40A006000,1,1964,6365,Restaurant,1,Commercial
8430,290278000,1,1925,NA,Duplex,1,Residential
8432,550063000,1,1930,NA,Single Family,1,Residential
8434,55A088301,1,1995,NA,Single Family Attached,2,Residential
8435,230170200,1,1973,NA,Duplex,1,Residential
8436,550021000,1,1947,NA,Single Family,1,Residential
8437,170004000,1,1941,NA,Single Family,1,Residential
8438,230093100,1,NA,NA,Vacant Land,0,Residential
844,41A045000,1,1960,NA,Single Family,1,Residential
8440,300162B00,1,2003,NA,Single Family Attached,2,Residential
8441,580297000,1,1920,NA,Single Family,1,Residential
8442,220046900,1,NA,NA,Vacant Land,0,Residential
8444,550066160,1,2002,NA,Single Family,1,Residential
8445,170009600 | 170009600,2,NA,NA,Vacant Land | Vacant Land,0,Residential | Residential
8446,220046240,1,1960,NA,Single Family,1,Residential
8447,550077000,1,1988,NA,Duplex,1,Residential
8448,160091100,1,1985,NA,Apartments 1-10 units,2,Commercial
845,43B045000,1,1965,NA,Single Family,1,Residential
8450,580298000,1,1931,NA,Single Family,1,Residential
8451,230141000,1,1957,NA,Single Family,1,Residential
8452,170100000,1,1925,NA,Duplex,1,Residential
8453,55A088290,1,1995,NA,Single Family Attached,2,Residential
8455,580299000,1,1920,NA,Single Family-1 Conversion,1,Residential
8456,170009160,1,1958,NA,Single Family-1 Conversion,1,Residential
8458,580300000,1,1920,NA,Single Family-1 Conversion,1,Residential
8459,580333000,1,1912,NA,Single Family,1,Residential
846,48B001000 | 48B001000,2,1972,3001,City Club | City Club,1,Commercial | Residential
8460,230095000,1,1949,NA,Single Family,1,Residential
8461,550064000,1,1949,NA,Single Family,1,Residential
8462,55A088280,1,1995,NA,Single Family Attached,2,Residential
8463,550066500,1,1999,NA,Single Family,1,Residential
8464,580301000,1,1918,NA,Single Family,1,Residential
8465,170037000 | 170037000,2,1980,NA,Duplex | Duplex,1,Residential | Residential
8466,170036000 | 170036000,2,1920,NA,Duplex | Duplex,1,Residential | Residential
8467,170035000,1,1955,NA,Single Family,1,Residential
8468,230128000,1,NA,NA,Vacant Land,0,Residential
8469,540273000,1,1999,10800,Multiple Commercial Use,2,Commercial
847,40C002000,1,1979,3516,Bank,1,Commercial
8470,580338100,1,1956,NA,Single Family,1,Residential
8471,170034000,1,NA,NA,Vacant Land,0,Residential
8472,170033000,1,1925,NA,Duplex,1,Residential
8473,170038000,1,1974,2300,Laundromat,1,Commercial
8474,170031000,1,1954,NA,Single Family-1 Conversion,1,Residential
8475,170032000,1,1950,NA,Duplex,1,Residential
8476,550020000,1,1942,NA,Single Family,1,Residential
8477,580302000,1,1920,NA,Single Family,1,Residential
8478,170030000,1,1925,NA,Single Family,1,Residential
8479,230165000,1,1956,NA,Single Family,1,Residential
848,40B022000,1,1961,NA,Single Family,1,Residential
8480,55A088270,1,1995,NA,Single Family Attached,2,Residential
8481,170028000,1,1925,NA,Single Family-1 Conversion,1,Residential
8482,170029000,1,1925,NA,Single Family,1,Residential
8483,290232200,1,NA,NA,Vacant Land,0,Residential
8484,290278100,1,NA,NA,Vacant Land,0,Residential
8485,170027000,1,1939,NA,Single Family,1,Residential
8487,290159000,1,2006,NA,Single Family,1,Residential
8488,540271000 | 540271000,2,1985,5651,Office Building | Office Building,2,Commercial | Commercial
8489,290226300,1,1991,NA,Single Family Attached,2,Residential
849,42B069000,1,1979,NA,Single Family,1,Residential
8490,580127000,1,1962,1280,Restaurant,1,Commercial
8491,220059000,1,NA,NA,Vacant Land,0,Residential
8492,550074500,1,1958,NA,Single Family,1,Residential
8493,170103000,1,1948,NA,Single Family,1,Residential
8494,300162C00,1,2003,NA,Single Family Attached,2,Residential
8495,550078000,1,1988,NA,Duplex,1,Residential
8496,290233000,1,NA,NA,Vacant Land,0,Residential
8497,550022000,1,1951,NA,Single Family,1,Residential
8498,220013000,1,1955,NA,Duplex,1,Residential
8499,55A088260,1,1994,NA,Single Family Attached,2,Residential
85,43C115000,1,1967,NA,Single Family,1,Residential
850,42B078000,1,1963,NA,Single Family,1,Residential
8500,580303000,1,1913,NA,Single Family-1 Conversion,1,Residential
8501,550066170,1,2007,NA,Single Family,1,Residential
8502,580338000,1,1900,NA,Single Family-1 Conversion,1,Residential
8503,550065000,1,1940,NA,Single Family,1,Residential
8504,230096000,1,1946,NA,Single Family,1,Residential
8506,290156000,1,NA,NA,Vacant Land,0,Residential
8508,230176000,1,1952,NA,Single Family,1,Residential
8509,55A088250,1,1994,NA,Single Family Attached,2,Residential
851,42B001000,1,1955,NA,Single Family,1,Residential
8510,550020500,1,1942,NA,Single Family,1,Residential
8511,290158000,1,1961,3000,Office Building,2,Commercial
8512,300163900,1,1999,NA,Single Family Attached,2,Residential
8513,290226400,1,1991,NA,Single Family Attached,2,Residential
8514,280177000,1,1983,NA,Single Family,1,Residential
8515,290143000,1,1925,NA,Single Family,1,Residential
8516,230097000 | 230097000,2,1967,NA,Single Family | Single Family,1,Residential | Residential
8517,580279000,1,1920,NA,Single Family-1 Conversion,1,Residential
8518,170039000,1,1967,8797,Neighborhood Shopping Ctr.,2,Commercial
8519,550066400,1,2002,NA,Single Family,1,Residential
852,40B014000,1,1961,NA,Duplex,1,Residential
8520,550079000,1,1988,NA,Duplex,1,Residential
8523,580280000,1,1913,NA,Single Family,1,Residential
8524,580332000,1,1911,NA,Single Family,1,Residential
8525,300162D00,1,2003,NA,Single Family Attached,2,Residential
8526,170101000,1,1925,NA,Duplex,1,Residential
8527,55A088240,1,1994,NA,Single Family Attached,2,Residential
8529,230170300,1,2008,NA,Single Family Attached,2,Residential
853,42B054000,1,1964,NA,Single Family,1,Residential
8530,290277000,1,1876,NA,Apartments 1-10 units,2,Residential
8531,540254000,1,1920,NA,Single Family,1,Residential
8532,230142000,1,1957,NA,Single Family,1,Residential
8533,550020400,1,1942,NA,Single Family,1,Residential
8534,550074400,1,1963,NA,Single Family,1,Residential
8535,290226500,1,1991,NA,Single Family Attached,2,Residential
8536,550023000,1,1946,NA,Single Family,1,Residential
8538,550066180,1,2014,NA,Single Family,1,Residential
8539,580339000 | 580339000,2,1900,NA,Single Family-2 Conversion | Single Family-2 Conversion,2,Residential | Residential
8540,55A088440,1,1994,NA,Single Family Attached,2,Residential
8541,170003000,1,1941,NA,Single Family,1,Residential
8542,220014000,1,1948,NA,Single Family,1,Residential
8543,550080000,1,1937,NA,Single Family,1,Residential
8544,55A088450,1,1994,NA,Single Family Attached,2,Residential
8545,580130000,1,NA,NA,Vacant Land,0,Residential
8546,230164000,1,1956,NA,Single Family,1,Residential
8547,55A088230,1,1994,NA,Single Family Attached,2,Residential
8548,550020300,1,1942,NA,Single Family,1,Residential
8549,550066300,1,1996,NA,Single Family,1,Residential
855,43B044000,1,1965,NA,Single Family,1,Residential
8550,170009700,1,1958,NA,Duplex,1,Residential
8552,300163101,1,1999,NA,Single Family Attached,2,Residential
8553,580311000,1,1918,NA,Single Family,1,Residential
8555,230175000,1,1952,NA,Single Family-1 Conversion,1,Residential
8556,170009170,1,1957,NA,Duplex,1,Residential
8557,220046180,1,1959,NA,Single Family-1 Conversion,1,Residential
8558,55A088460,1,1994,NA,Single Family Attached,2,Residential
8559,300163800,1,2003,NA,Single Family Attached,2,Residential
856,41A111000,1,1956,NA,Single Family,1,Residential
8560,580310000,1,1938,NA,Single Family,1,Residential
8561,55A088430,1,1994,NA,Single Family Attached,2,Residential
8562,220046800,1,1960,NA,Single Family-1 Conversion,1,Residential
8563,300162E00,1,2003,NA,Single Family Attached,2,Residential
8564,290157000,1,NA,NA,Vacant Land,0,Residential
8565,580131000,1,1920,NA,Single Family,1,Residential
8566,290144000,1,1925,NA,Apartments 1-10 units,2,Commercial
8567,290226600,1,1991,NA,Single Family Attached,2,Residential
8568,580332100,1,1989,NA,Duplex,1,Residential
857,40B006000,1,1983,NA,Duplex,1,Residential
8570,220046250,1,1960,NA,Single Family,1,Residential
8571,300163700,1,2003,NA,Single Family Attached,2,Residential
8572,580100000,1,1988,NA,Single Family,1,Residential
8573,550081000,1,1961,NA,Single Family,1,Residential
8574,55A088220,1,1994,NA,Single Family Attached,2,Residential
8575,55A088470,1,1994,NA,Single Family Attached,2,Residential
8576,230098000,1,1957,NA,Single Family-1 Conversion,1,Residential
8577,540269000,1,NA,NA,Vacant Land,0,Residential
8578,220046170,1,1959,NA,Single Family,1,Residential
8579,550066190,1,2001,NA,Single Family,1,Residential
858,42B052000,1,1957,NA,Single Family,1,Residential
8580,220046110,1,1960,NA,Single Family-1 Conversion,1,Residential
8581,300163600,1,1998,NA,Single Family Attached,2,Residential
8582,580357000,1,1875,NA,Single Family,1,Residential
8583,170103100,1,1957,5460,Apartments 1-10 units,2,Commercial
8584,550024000,1,2000,NA,Single Family,1,Residential
8585,170102000,1,1925,NA,Single Family,1,Residential
8587,55A088480,1,1994,NA,Single Family Attached,2,Residential
8588,580278000,1,1920,NA,Single Family,1,Residential
8589,550074300,1,1930,NA,Single Family,1,Residential
859,42B055000,1,1959,NA,Single Family,1,Residential
8590,160099100 | 160099101 | 160099110 | 160099120 | 160099140 | 160099150 | 160099160 | 160099170 | 160099180 | 160099190 | 160099200 | 160099201 | 160099210 | 160099220 | 160099230 | 160099240 | 160099300 | 160099400 | 160099500 | 160099600 | 160099700 | 160099800 | 160099900,23,1985,NA,Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium | Condominium,2,Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential | Residential
8591,300163110,1,2003,NA,Single Family Attached,2,Residential
8592,580129000,1,1961,625,Barber Shop,1,Commercial
8593,580101000,1,1990,NA,Single Family,1,Residential
8594,290228000,1,1925,NA,Single Family,1,Residential
8595,550059000,1,1940,NA,Single Family,1,Residential
8596,220064000,1,NA,NA,Vacant Land,0,Residential
8597,220063000,1,1940,NA,Single Family,1,Residential
8598,580312000,1,1920,NA,Single Family-1 Conversion,1,Residential
8599,220015000,1,1970,NA,Duplex,1,Residential
86,42C087000,1,1971,NA,Single Family,1,Residential
860,40B015000,1,1964,NA,Single Family,1,Residential
8600,220046160,1,1959,NA,Single Family-1 Conversion,1,Residential
8601,230170400,1,2008,NA,Single Family Attached,2,Residential
8602,230143000,1,1957,NA,Single Family-1 Conversion,1,Residential
8603,170040000,1,1965,4709,Retail Store,1,Commercial
8604,580309000,1,1948,NA,Single Family,1,Residential
8605,540270000,1,1983,2528,Service Repair Garage,1,Commercial
8606,300163500,1,1998,NA,Single Family Attached,2,Residential
8607,550082000,1,1961,NA,Duplex,1,Residential
8608,290276000,1,1957,NA,Duplex,1,Residential
8609,580305000,1,1940,NA,Single Family,1,Residential
861,41A046000,1,1790,NA,Single Family,1,Residential
8610,550066200,1,1996,NA,Single Family,1,Residential
8611,230174200,1,1977,NA,Duplex,1,Residential
8612,55A088490,1,1994,NA,Single Family Attached,2,Residential
